scenario_id,recommendation_id,trial_number,fund_a,fund_b
2e1e164a-699c-4c00-acff-61a98e23ddec,f39c2b3e-0925-4db8-87ef-08f3a670d425,61,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,a85f02bd-597c-4ad0-bf98-33cd848bc547,62,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,c493ec34-57d9-4f93-b30b-d1d23ff86758,63,53,47
2e1e164a-699c-4c00-acff-61a98e23ddec,a81eb94a-8b29-4a6c-905f-c66f63f9d816,64,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,f7deeaad-1f32-4036-95d7-1e3ec33588a5,65,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,a06a11bf-0333-46d6-98df-0fcc095e3e45,66,38,62
2e1e164a-699c-4c00-acff-61a98e23ddec,61f309b0-c29b-4473-8eab-17755257eaa6,67,30,70
2e1e164a-699c-4c00-acff-61a98e23ddec,f3776d02-66f7-4576-9433-3b94ee93cdcc,68,54,46
2e1e164a-699c-4c00-acff-61a98e23ddec,6c9a9580-8e3a-413e-a9f8-6697e9426673,69,29,71
2e1e164a-699c-4c00-acff-61a98e23ddec,effff961-8cc0-4333-85c9-0d53f14ecdd7,70,40,60
2e1e164a-699c-4c00-acff-61a98e23ddec,fe1c13e9-d5de-42ec-b131-f0f2741b0e37,71,20,80
2e1e164a-699c-4c00-acff-61a98e23ddec,7be9c316-8d59-4549-a313-8c7aea3d7070,72,29,71
2e1e164a-699c-4c00-acff-61a98e23ddec,61acb309-9648-4177-8ff8-954cf05ea537,73,23,77
2e1e164a-699c-4c00-acff-61a98e23ddec,a077eedd-638b-4244-9b79-748618373feb,74,7,93
2e1e164a-699c-4c00-acff-61a98e23ddec,b182a8ef-0ae5-411f-8343-45fde00c82bb,75,10,90
2e1e164a-699c-4c00-acff-61a98e23ddec,a36614d5-2c1d-4d0a-b8c0-677e48f99b05,76,21,79
2e1e164a-699c-4c00-acff-61a98e23ddec,be91b6be-cf84-4bad-bd80-46e315d92434,77,21,79
2e1e164a-699c-4c00-acff-61a98e23ddec,edf73def-510d-4a9f-ab97-9f6c9c054bf2,78,15,85
2e1e164a-699c-4c00-acff-61a98e23ddec,a0c2e6d3-1641-48fa-b307-08ce12955e79,79,13,87
2e1e164a-699c-4c00-acff-61a98e23ddec,6d4c371a-dbb6-49a7-95fd-8f54687f4b41,80,7,93
2e1e164a-699c-4c00-acff-61a98e23ddec,979a9f2d-4a44-4d82-b6db-4f9081fd8559,81,22,78
2e1e164a-699c-4c00-acff-61a98e23ddec,d0baee8d-c79e-432a-b54d-c727ef5c4e15,82,22,78
2e1e164a-699c-4c00-acff-61a98e23ddec,fd95b699-2907-4011-8c45-7ad20f2a5dc8,83,32,68
2e1e164a-699c-4c00-acff-61a98e23ddec,02e9dbe1-0903-494c-873c-e99f1f66e822,84,29,71
2e1e164a-699c-4c00-acff-61a98e23ddec,246d8dd6-e832-4d8d-9299-8b1ab41457e7,85,24,76
2e1e164a-699c-4c00-acff-61a98e23ddec,12758bfb-956e-4e88-b0ef-009d0376d1f4,86,16,84
2e1e164a-699c-4c00-acff-61a98e23ddec,49ad60ae-105d-4297-a538-bf590a113970,87,25,75
2e1e164a-699c-4c00-acff-61a98e23ddec,4151b0a3-4d41-4bb3-90c7-9e7441db812f,88,8,92
2e1e164a-699c-4c00-acff-61a98e23ddec,341587ab-9adb-436d-a0e0-75c7f447662e,89,8,92
2e1e164a-699c-4c00-acff-61a98e23ddec,aa9aa16e-5589-459e-a586-0397c9386d94,90,8,92
2e1e164a-699c-4c00-acff-61a98e23ddec,ac5a28d5-8e8c-4faa-a6fd-cf17288ab796,91,22,78
2e1e164a-699c-4c00-acff-61a98e23ddec,42bdd56b-dc3b-40e2-8d56-61bfdd039206,92,17,83
2e1e164a-699c-4c00-acff-61a98e23ddec,3676420c-fde6-418d-aba5-90cb8a0ceca9,93,8,92
2e1e164a-699c-4c00-acff-61a98e23ddec,8f888756-a53b-405f-9728-176ceacdf73d,94,15,85
2e1e164a-699c-4c00-acff-61a98e23ddec,95487f89-eab3-46f3-94f7-e29d4dd5e171,95,29,71
2e1e164a-699c-4c00-acff-61a98e23ddec,641eba7f-6af3-49b6-bfe2-03e83962ba18,96,15,85
2e1e164a-699c-4c00-acff-61a98e23ddec,9913a194-b7fa-4fdf-bd97-5d344587d423,97,5,95
2e1e164a-699c-4c00-acff-61a98e23ddec,aa029959-493e-4cb6-a8b7-7690a9640630,98,17,83
2e1e164a-699c-4c00-acff-61a98e23ddec,d6449d45-dc26-48ee-9393-e5d60ef810af,99,18,82
2e1e164a-699c-4c00-acff-61a98e23ddec,bf80d5bf-c607-4c02-be1d-59d7ed5e570f,100,29,71
2e1e164a-699c-4c00-acff-61a98e23ddec,759a75b1-f57f-4439-a3fe-debc6c98fa63,101,28,72
2e1e164a-699c-4c00-acff-61a98e23ddec,b5b9a1d3-ad6b-4429-a757-ba53a8f2dd6a,102,26,74
2e1e164a-699c-4c00-acff-61a98e23ddec,ed1425a9-dc20-4ec0-a4a7-c25187e09764,103,32,68
2e1e164a-699c-4c00-acff-61a98e23ddec,c756a218-a6a5-4345-bcf7-8b4d7208f57f,104,31,69
2e1e164a-699c-4c00-acff-61a98e23ddec,18ce3623-6974-456b-908b-18fc4b136843,105,17,83
2e1e164a-699c-4c00-acff-61a98e23ddec,20645da7-2482-4ea4-9ab2-ef4402c93de5,106,36,64
2e1e164a-699c-4c00-acff-61a98e23ddec,f8761551-2587-408c-8510-446b3b244832,107,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,11e08a1c-5c70-4cc9-a28d-0aa870213c8b,108,39,61
2e1e164a-699c-4c00-acff-61a98e23ddec,27594029-6857-49eb-8c2d-6053b766500c,109,38,62
2e1e164a-699c-4c00-acff-61a98e23ddec,bf8e9894-4e1b-4832-ad7e-69666ebdeb9c,110,39,61
2e1e164a-699c-4c00-acff-61a98e23ddec,725a5332-c946-4e54-955d-107aee222aa9,111,24,76
2e1e164a-699c-4c00-acff-61a98e23ddec,c72bd543-3b64-487d-ad66-c497f0a32ac9,112,10,90
2e1e164a-699c-4c00-acff-61a98e23ddec,10b825fb-0e8c-447d-929a-ad922ed3a9f7,113,25,75
2e1e164a-699c-4c00-acff-61a98e23ddec,45f1e65e-9fd0-4300-bebb-ff5bf10c96bd,114,30,70
2e1e164a-699c-4c00-acff-61a98e23ddec,3b703bc6-afa3-4465-b58f-69023b67d1a2,115,17,83
2e1e164a-699c-4c00-acff-61a98e23ddec,a83958b0-83ab-425b-83cd-083050698f95,116,22,78
2e1e164a-699c-4c00-acff-61a98e23ddec,42303db4-bdc9-4f31-84ad-2a3297502b30,117,23,77
2e1e164a-699c-4c00-acff-61a98e23ddec,b994b898-2e76-4e8b-adc6-d31e19fe9425,118,23,77
2e1e164a-699c-4c00-acff-61a98e23ddec,2bb75669-067c-4598-9797-87d13d4e9df9,119,33,67
2e1e164a-699c-4c00-acff-61a98e23ddec,523eabac-efbe-4e35-9d31-c200f766d4c6,120,34,66
2e1e164a-699c-4c00-acff-61a98e23ddec,efa39e28-ea9b-42f5-85f9-024192d20884,121,34,66
2e1e164a-699c-4c00-acff-61a98e23ddec,ad30d04c-b4c9-4143-ae92-f21c94186e66,122,34,66
2e1e164a-699c-4c00-acff-61a98e23ddec,a66b07d8-e995-4e29-9a89-5c58bebecc0d,123,26,74
2e1e164a-699c-4c00-acff-61a98e23ddec,28aaa625-a090-48df-9e82-40461b980d03,124,27,73
2e1e164a-699c-4c00-acff-61a98e23ddec,6a0c37c7-e192-4a66-9718-554af7429ff5,125,31,69
2e1e164a-699c-4c00-acff-61a98e23ddec,00c4dc7c-afb4-4b0b-b7d4-cf01058c6439,126,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,b8c1092e-75a4-4630-bfb0-13e58b1ec170,127,48,52
2e1e164a-699c-4c00-acff-61a98e23ddec,2f775bc3-4073-4e1b-83d7-9f5bb5b9f334,128,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,db76e801-9297-433e-ab69-a4b9f7e1a31c,129,33,67
2e1e164a-699c-4c00-acff-61a98e23ddec,e8d06951-35a4-4251-aedc-637e76adb9a3,130,38,62
2e1e164a-699c-4c00-acff-61a98e23ddec,295848ed-358b-4ee4-a21f-851b89f75814,131,44,56
2e1e164a-699c-4c00-acff-61a98e23ddec,04d5a4d4-76ce-471f-b330-c929591a668f,132,37,63
2e1e164a-699c-4c00-acff-61a98e23ddec,09bfa217-e4c7-4965-9c58-8fabb1cc4181,133,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,ab7a4c5e-8466-42b6-8146-6ab82f603ce8,134,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,c8befab9-1b17-4d65-916e-3c9b7130b936,135,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,405a8ae8-ad57-42d2-bbf8-3d000eef53b6,136,45,55
2e1e164a-699c-4c00-acff-61a98e23ddec,431b24fe-8bc4-4b93-a32b-623fa07535a3,137,29,71
2e1e164a-699c-4c00-acff-61a98e23ddec,9bc73ef6-c779-4acd-857d-04364200d6dc,138,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,16851e0d-a002-4d09-88e2-a21fc542e3d6,139,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,caba08b2-3411-4ea5-aeaa-0d2dca45edef,140,42,58
2e1e164a-699c-4c00-acff-61a98e23ddec,3f42b534-f459-4267-a8a2-3e5b9cabb356,141,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,2fd416ad-463e-487d-a628-56f1d8778aad,142,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,2c235b5e-4fd6-4e16-8c1e-2b468eb9c583,143,42,58
2e1e164a-699c-4c00-acff-61a98e23ddec,78c46dd1-0d7b-42dd-b6b3-f6e65da769e3,144,44,56
2e1e164a-699c-4c00-acff-61a98e23ddec,a3f988d8-4ff6-4b42-98f4-516ff7595843,145,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,7de65633-7764-49f6-b185-20f40f6ac2b0,146,30,70
2e1e164a-699c-4c00-acff-61a98e23ddec,5886ea55-f09b-42e2-a37a-841ced0681cb,147,39,61
2e1e164a-699c-4c00-acff-61a98e23ddec,5900589f-ffd6-406a-b460-d6d21b4e8944,148,45,55
2e1e164a-699c-4c00-acff-61a98e23ddec,8f7194fc-c370-47dc-9268-111271512451,149,51,49
2e1e164a-699c-4c00-acff-61a98e23ddec,d236f687-0062-45e8-b602-27e41c71b8b5,150,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,fbd4b389-67b3-4789-aa7d-40c7cf22479f,151,23,77
2e1e164a-699c-4c00-acff-61a98e23ddec,78270d6e-012b-41d2-a0dc-9c7f1101f74b,152,37,63
2e1e164a-699c-4c00-acff-61a98e23ddec,b395f7fd-b60e-473e-8a8c-7b2d9c35ae4b,153,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,fdc379f2-c135-4082-8ca5-54b221befe53,154,39,61
2e1e164a-699c-4c00-acff-61a98e23ddec,a1697490-6a6c-4803-af16-1d2a87d12f05,155,24,76
2e1e164a-699c-4c00-acff-61a98e23ddec,264c431e-f8f4-4339-a427-5ff0aa1344c3,156,11,89
2e1e164a-699c-4c00-acff-61a98e23ddec,dddb951f-0a0d-4c7f-9565-a568239e9a1f,157,18,82
2e1e164a-699c-4c00-acff-61a98e23ddec,8fa1461d-a93d-4f89-bbf2-e99bd41f74ac,158,7,93
2e1e164a-699c-4c00-acff-61a98e23ddec,3cf49b1a-3c4c-4dc5-8979-e2dd95a5e420,159,18,82
2e1e164a-699c-4c00-acff-61a98e23ddec,83a0fa00-e8b0-4ad5-a034-1d7098cdde46,160,23,77
2e1e164a-699c-4c00-acff-61a98e23ddec,f8a4ed09-655c-41a3-abbc-506de132514e,161,22,78
2e1e164a-699c-4c00-acff-61a98e23ddec,e1369064-d27b-459b-8fcd-3ac1e48c8098,162,5,95
2e1e164a-699c-4c00-acff-61a98e23ddec,e0143910-9a3f-4352-aabd-12ae4adbc024,163,22,78
2e1e164a-699c-4c00-acff-61a98e23ddec,daeb6ffc-9966-487f-9b72-6726d8c51a1e,164,18,82
2e1e164a-699c-4c00-acff-61a98e23ddec,ae4553d1-a742-4bdd-a2f2-0cd0e449b7f7,165,15,85
2e1e164a-699c-4c00-acff-61a98e23ddec,74c699ff-bf4c-4f62-811a-c353d8b05aeb,166,32,68
2e1e164a-699c-4c00-acff-61a98e23ddec,30008089-88b1-4717-bf1b-995ba82ac668,167,28,72
2e1e164a-699c-4c00-acff-61a98e23ddec,4c6efc5f-93df-4546-a710-b02a4848c73d,168,28,72
2e1e164a-699c-4c00-acff-61a98e23ddec,87e1bae7-67c1-4e0d-92da-a026612bbf9d,169,19,81
2e1e164a-699c-4c00-acff-61a98e23ddec,ca55ba5a-e644-45b3-a87a-1471e3d57265,170,15,85
2e1e164a-699c-4c00-acff-61a98e23ddec,9a0cefbe-d1d0-4488-84be-653a65342014,171,27,73
2e1e164a-699c-4c00-acff-61a98e23ddec,8a4d1eec-ff0f-401c-b995-c1b01c61f8f9,172,31,69
2e1e164a-699c-4c00-acff-61a98e23ddec,167bc6f5-3a09-4fa4-8b89-26c4a35387b2,173,34,66
2e1e164a-699c-4c00-acff-61a98e23ddec,6da9b829-ef2a-4ebe-b3cc-96e9e2e7c577,174,30,70
2e1e164a-699c-4c00-acff-61a98e23ddec,323eac32-c3be-4781-b58d-7201af0f7599,175,32,68
2e1e164a-699c-4c00-acff-61a98e23ddec,03bef871-6232-4fde-9c3d-559d62f09d9f,176,33,67
2e1e164a-699c-4c00-acff-61a98e23ddec,3ff14396-b525-48ba-9e7e-3bffe0a30fdf,177,38,62
2e1e164a-699c-4c00-acff-61a98e23ddec,be53eb6f-8127-4b9c-8dc5-bdc2d2a12976,178,28,72
2e1e164a-699c-4c00-acff-61a98e23ddec,05480399-4c9a-485b-b748-571c657a6701,179,42,58
2e1e164a-699c-4c00-acff-61a98e23ddec,9ba55d26-c60a-4bfc-b5bd-50c997fa74e4,180,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,b46f3130-de5c-4327-8a85-81c65ab6e3e5,181,23,77
2e1e164a-699c-4c00-acff-61a98e23ddec,e061a676-3bfd-42b3-9db5-148bfde93396,182,29,71
2e1e164a-699c-4c00-acff-61a98e23ddec,019c876b-0c6c-4d28-840c-e843cef16126,183,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,5a2589c8-1d62-4b1e-9ce6-4b705320d8bb,184,38,62
2e1e164a-699c-4c00-acff-61a98e23ddec,0b8ef26b-194d-4d02-b22c-3423fda7075e,185,15,85
2e1e164a-699c-4c00-acff-61a98e23ddec,f2464b38-9e76-4f72-80e0-44b9dcf56634,186,11,89
2e1e164a-699c-4c00-acff-61a98e23ddec,68543bb8-48fd-4082-a9e3-554df8664499,187,22,78
2e1e164a-699c-4c00-acff-61a98e23ddec,531f7fa5-937a-402d-ba70-6de9b5f889da,188,8,92
2e1e164a-699c-4c00-acff-61a98e23ddec,602dde8d-e11e-4baf-8d4e-aa71ad3b8afd,189,30,70
2e1e164a-699c-4c00-acff-61a98e23ddec,d293022e-c5e9-4878-a22a-e6d7cfdb1544,190,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,a240f2ce-eda4-4aaa-8442-19ba4a4668e3,191,23,77
2e1e164a-699c-4c00-acff-61a98e23ddec,a4056d64-db26-46ac-8793-319c6663ae3b,192,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,4d142ed2-74bf-41ac-8eda-be1cf84ae791,193,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,95a914c3-a607-430a-8dd0-206cad9fcb49,194,36,64
2e1e164a-699c-4c00-acff-61a98e23ddec,b4cefbba-1e1e-42a0-866f-c6c5c771bc0e,195,33,67
2e1e164a-699c-4c00-acff-61a98e23ddec,e31d246c-3046-47f9-8cd0-3ba9a1aa5c2a,196,40,60
2e1e164a-699c-4c00-acff-61a98e23ddec,222d1d05-0da0-4514-bfa2-4defbe7b845d,197,33,67
2e1e164a-699c-4c00-acff-61a98e23ddec,5fa789d9-dca0-404d-9af7-fe37a187c161,198,31,69
2e1e164a-699c-4c00-acff-61a98e23ddec,0e3f938f-491a-47bd-8822-ec9e965ed21e,199,14,86
2e1e164a-699c-4c00-acff-61a98e23ddec,16823de4-6bea-48be-9afd-b350e861936d,200,26,74
2e1e164a-699c-4c00-acff-61a98e23ddec,005244d9-fc4d-49f9-bded-7d6f3b5d2ac9,201,16,84
2e1e164a-699c-4c00-acff-61a98e23ddec,377b383f-9967-4f00-8785-f512c517722a,202,42,58
2e1e164a-699c-4c00-acff-61a98e23ddec,64b9f883-8c87-4311-9434-1e542f656958,203,33,67
2e1e164a-699c-4c00-acff-61a98e23ddec,0202953c-5b0f-4bd6-82c4-b3ee29e10f07,204,42,58
2e1e164a-699c-4c00-acff-61a98e23ddec,078a110b-a9b0-49cd-98ee-c5837d0a12f4,205,44,56
2e1e164a-699c-4c00-acff-61a98e23ddec,bdb84d02-3411-478b-b5cb-251fdb717906,206,50,50
2e1e164a-699c-4c00-acff-61a98e23ddec,ebedb1f9-e905-4d10-879a-da730ef23937,207,50,50
2e1e164a-699c-4c00-acff-61a98e23ddec,2f435783-3206-4884-a841-91a7213ae180,208,44,56
2e1e164a-699c-4c00-acff-61a98e23ddec,c08b298a-bed3-418a-826c-4d0464c42acf,209,22,78
2e1e164a-699c-4c00-acff-61a98e23ddec,c987795f-87a5-4bf9-9a40-d0e6047f5475,210,32,68
2e1e164a-699c-4c00-acff-61a98e23ddec,974280f9-f194-42ad-b274-2aa4f59cabbe,211,48,52
2e1e164a-699c-4c00-acff-61a98e23ddec,ff174b19-6bb1-4b8b-9fd6-1c45fa5f9dab,212,44,56
2e1e164a-699c-4c00-acff-61a98e23ddec,0b0d2ccc-08c1-4983-a409-ccce93eafbf6,213,49,51
2e1e164a-699c-4c00-acff-61a98e23ddec,8727ff2b-1453-4c4b-9adc-0fbb2d15da43,214,28,72
2e1e164a-699c-4c00-acff-61a98e23ddec,fbc5946a-d904-4a48-8bc1-78dbced73c8a,215,31,69
2e1e164a-699c-4c00-acff-61a98e23ddec,f09cc16c-fd90-43fe-a366-0a839ee360cb,216,42,58
2e1e164a-699c-4c00-acff-61a98e23ddec,ea09f6ca-c32c-4027-adde-b8b6011af77b,217,53,47
2e1e164a-699c-4c00-acff-61a98e23ddec,ae7aea1c-4ee5-4995-81c4-43f1b210f9c8,218,48,52
2e1e164a-699c-4c00-acff-61a98e23ddec,f019e0df-9c69-402e-a613-4740ab0b67e1,219,57,43
2e1e164a-699c-4c00-acff-61a98e23ddec,751e3f67-69ae-4f86-ba3b-1cf610a25db5,220,56,44
2e1e164a-699c-4c00-acff-61a98e23ddec,dfab5c7f-322b-49a0-bf81-ead99805078a,221,51,49
2e1e164a-699c-4c00-acff-61a98e23ddec,db9efb80-9abe-41f7-b34f-4be61b7c9203,222,32,68
2e1e164a-699c-4c00-acff-61a98e23ddec,ea14f6cd-daff-4dc5-ad33-e53ba245583d,223,54,46
2e1e164a-699c-4c00-acff-61a98e23ddec,517a3549-2c0a-42ba-a1af-16912081ae01,224,20,80
2e1e164a-699c-4c00-acff-61a98e23ddec,57223901-f95e-4a01-a38c-e4cd7ec5c99a,225,40,60
2e1e164a-699c-4c00-acff-61a98e23ddec,f38dd138-0dfd-4209-a24e-6c94de276970,226,55,45
2e1e164a-699c-4c00-acff-61a98e23ddec,ebc2c4a3-935e-4840-a688-327a1bbf8613,227,53,47
2e1e164a-699c-4c00-acff-61a98e23ddec,d9bf5529-f9b0-416a-b5fd-6436993c5208,228,55,45
2e1e164a-699c-4c00-acff-61a98e23ddec,b09c49f0-5a52-473c-b840-2bfaea6e9c49,229,29,71
2e1e164a-699c-4c00-acff-61a98e23ddec,906f0a70-f120-4aca-97ee-ca069005da87,230,51,49
2e1e164a-699c-4c00-acff-61a98e23ddec,e7be59e2-91d8-43bb-9c5d-47650efda264,231,50,50
2e1e164a-699c-4c00-acff-61a98e23ddec,640d8661-2654-462a-b91f-c046f96590ca,232,61,39
2e1e164a-699c-4c00-acff-61a98e23ddec,818373aa-9c31-4825-84b1-5903d2dc2f1d,233,59,41
2e1e164a-699c-4c00-acff-61a98e23ddec,2a90ee01-edca-464d-9989-16a011357716,234,55,45
2e1e164a-699c-4c00-acff-61a98e23ddec,a83bb155-ce03-41af-9f64-97dcbedc9f94,235,45,55
2e1e164a-699c-4c00-acff-61a98e23ddec,ce64da92-7f9a-47ea-aa8f-bb4e092faf5d,236,60,40
