scenario_id,recommendation_id,trial_number,fund_a,fund_b
e25b48e9-4356-4c4c-8b05-94132af9dac1,bb9d11d8-84d5-458b-83b3-959308311bc6,21,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,8a162e1a-8a8f-49e2-a144-9f1196c549d9,22,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,27704a9e-d8eb-4f7f-85e1-67a0368f2037,23,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,bd520555-11af-44e6-a6dd-122e5bef6d22,24,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,b854bca3-5fa3-4237-bdc9-11ce32e7c570,25,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,456d44cc-d907-4201-a5a5-79bb472d3398,26,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,efe5d3ad-d606-467b-a6a1-35809c2eea19,27,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,4228f8aa-9407-459a-b329-e4d9be055863,28,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,3368ac9a-200a-404a-bc96-4a90e336cb23,29,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,65c5e566-4261-4a65-afcf-77ea59ad1cef,30,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,41cb0069-3080-4f84-acc6-32042ea1baaa,31,35,65
e25b48e9-4356-4c4c-8b05-94132af9dac1,d90c2607-38f0-4ce7-b639-80890f099b75,32,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,321b2fe1-ff1a-4500-b6f6-6f751e76f656,33,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,dbc6de0d-1053-467b-91d1-f1691e7fa3df,34,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,26a09420-073d-43f3-9fc0-a5559b481376,35,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,86ecab69-1cf2-4488-9f74-6d4f6b419702,36,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,5247c40d-9c05-453b-93c5-30e42edad4a0,37,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,55fb67ff-5d2e-4100-8790-42a4cf13db52,38,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,60979c38-cd63-4166-9de1-c16a04fd780d,39,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,ff011cda-4d0d-45d0-b559-3a3b927f75a7,40,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,fd5c7c9c-b12c-4d84-9dad-7d1cf1242cec,41,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,6600f7f5-dad2-4ec7-8365-fb4e7ab44cad,42,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,1cfb6ed6-9b74-4bfd-b283-3a714bb9c29c,43,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,adb9ac98-1eeb-492b-aba1-300d7ca2de2d,44,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,4d6cb17e-11a2-4bc2-9702-189def3542a6,45,35,65
e25b48e9-4356-4c4c-8b05-94132af9dac1,6b74cff6-6e74-4a94-863b-2419dbb2c8fc,46,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,81d53018-59f2-4786-a636-15e0321c3b6b,47,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,cc49b70b-20d2-4a56-ae6d-d97d38325f2c,48,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,ed7d9429-0830-46e3-ae6d-a72d0a36babf,49,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,4a5de5a9-c16c-4628-98a6-4223a6074185,50,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,cca6917b-a065-471a-b99c-5e3619a1d1e0,51,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,93ce1bbc-0f89-45b2-be17-1549feeb0aa5,52,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,9565c4c8-446f-4404-9fc2-17fd08622105,53,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,7bd30607-72ed-4a44-a635-b23da0e4b083,54,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,1949e441-25bb-4a94-a0b8-e5443f3ce228,55,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,278f14fb-8809-4753-b5c5-d1171564034b,56,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,3cd4a207-b4fe-4749-9e5e-1bb1568a4157,57,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,6f740ac6-4f47-4cb4-aa1a-39a0d565aae3,58,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,787f5fe0-dcef-4772-94fb-9c310f885926,59,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,29cc5642-1890-483b-9f36-41a9a81883c1,60,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,e4c34952-8385-468b-8429-12d870ee3409,61,35,65
e25b48e9-4356-4c4c-8b05-94132af9dac1,6abc2cd8-33b5-4d3a-a170-79c1dba3bf24,62,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,52e7c26b-2572-4a33-b53b-87a6395ba901,63,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,b06ec2a6-31e6-4bfe-8ec5-0934011b3f1f,64,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,9ddb4caf-a51b-4c6f-8c7c-37257b72a021,65,35,65
e25b48e9-4356-4c4c-8b05-94132af9dac1,f8c5882c-ec3f-49bf-af64-de860add5e5f,66,35,65
e25b48e9-4356-4c4c-8b05-94132af9dac1,9836efd0-3e40-42e7-8f3e-009fc8f1177a,67,36,64
e25b48e9-4356-4c4c-8b05-94132af9dac1,204e8cb7-0e6e-4511-94b1-8f568a8a2627,68,35,65
e25b48e9-4356-4c4c-8b05-94132af9dac1,5b23ee25-7438-4b72-b94d-142d1032382e,69,36,64
e25b48e9-4356-4c4c-8b05-94132af9dac1,c5de6f34-f37f-4102-bebc-90878596c471,70,36,64
e25b48e9-4356-4c4c-8b05-94132af9dac1,19e37ce5-251f-4e9d-8c6d-b7630d24c64d,71,38,62
e25b48e9-4356-4c4c-8b05-94132af9dac1,30cfa7c6-2f08-4f86-8f74-70aeed0f439b,72,40,60
e25b48e9-4356-4c4c-8b05-94132af9dac1,4df0758c-4f67-4c24-b401-4caa66a6db8e,73,37,63
e25b48e9-4356-4c4c-8b05-94132af9dac1,eb0771e4-7738-497a-9b1e-1e60f88de377,74,42,58
e25b48e9-4356-4c4c-8b05-94132af9dac1,8b6e1ff7-3a95-4522-ba1f-c03542c4cacf,75,38,62
e25b48e9-4356-4c4c-8b05-94132af9dac1,d5fced06-5c48-428e-ab72-e25573dfd217,76,42,58
e25b48e9-4356-4c4c-8b05-94132af9dac1,d7854b1e-634b-47d7-939f-3db9fe54c0e5,77,40,60
e25b48e9-4356-4c4c-8b05-94132af9dac1,86ada1b4-95e0-412a-9962-f04b4cb9d345,78,41,59
e25b48e9-4356-4c4c-8b05-94132af9dac1,c230c2c9-9af2-4654-850d-a4e87a0d06e9,79,39,61
e25b48e9-4356-4c4c-8b05-94132af9dac1,c7458cdf-8435-4278-8fa4-5c7c64075640,80,36,64
e25b48e9-4356-4c4c-8b05-94132af9dac1,bcbfefb2-8704-4852-8115-3aa1ceff352a,81,37,63
e25b48e9-4356-4c4c-8b05-94132af9dac1,19b6e18f-cd0a-4309-87c6-9e5de5b5109a,82,37,63
e25b48e9-4356-4c4c-8b05-94132af9dac1,f0f6a13c-d423-4e19-9de7-b493b7ef0bce,83,37,63
e25b48e9-4356-4c4c-8b05-94132af9dac1,2d4d80c4-5947-4600-b4f7-fe19561d5d0b,84,25,75
e25b48e9-4356-4c4c-8b05-94132af9dac1,5ce5c672-4a25-4ad0-aa0c-60b6d2546952,85,31,69
e25b48e9-4356-4c4c-8b05-94132af9dac1,e6f34184-f343-49d1-822a-99214c14469f,86,28,72
e25b48e9-4356-4c4c-8b05-94132af9dac1,c67426ad-2fae-4c26-a938-21896f11f334,87,32,68
e25b48e9-4356-4c4c-8b05-94132af9dac1,2fcb2bff-4d23-44a2-bdc1-4b2aaba6626c,88,42,58
e25b48e9-4356-4c4c-8b05-94132af9dac1,9f4f878c-059f-4159-97b6-43a3669e7249,89,43,57
e25b48e9-4356-4c4c-8b05-94132af9dac1,d75fa192-e3ed-4657-8678-65e7d91cd320,90,46,54
e25b48e9-4356-4c4c-8b05-94132af9dac1,a8228916-be9d-4e7a-b99a-fdd835496313,91,40,60
e25b48e9-4356-4c4c-8b05-94132af9dac1,e90990b4-2008-4f97-a31b-189e734801c3,92,42,58
e25b48e9-4356-4c4c-8b05-94132af9dac1,48f93c11-a58c-444a-8a7d-d3e0fdf30882,93,41,59
e25b48e9-4356-4c4c-8b05-94132af9dac1,8010dd57-ae63-4840-9fbb-2720f9f59a85,94,41,59
e25b48e9-4356-4c4c-8b05-94132af9dac1,8e0446c2-d6be-46cd-a3c1-81b595da03a0,95,43,57
e25b48e9-4356-4c4c-8b05-94132af9dac1,2d4c710d-a5dc-4279-8f0e-f92fe45c96b0,96,42,58
e25b48e9-4356-4c4c-8b05-94132af9dac1,f7e11b07-6189-4a0c-96e4-a5c06c913eef,97,43,57
e25b48e9-4356-4c4c-8b05-94132af9dac1,9207ac9d-7d74-4ce8-a1e7-1747061df99d,98,45,55
e25b48e9-4356-4c4c-8b05-94132af9dac1,dce6198a-f72b-4e32-acd5-e344a74a37b0,99,47,53
e25b48e9-4356-4c4c-8b05-94132af9dac1,bd11cbb0-607d-4fb5-ad63-25a7e51f4d7d,100,48,52
e25b48e9-4356-4c4c-8b05-94132af9dac1,f4dd8553-633b-4841-b014-b65f9448f529,101,53,47
e25b48e9-4356-4c4c-8b05-94132af9dac1,ebbaf298-392d-45c5-85b1-54ede26025c7,102,53,47
e25b48e9-4356-4c4c-8b05-94132af9dac1,cef65459-5a81-4d12-88c8-b53e55c8fa02,103,60,40
e25b48e9-4356-4c4c-8b05-94132af9dac1,09a452e0-f727-4e44-9460-1ded8fdb740c,104,63,37
e25b48e9-4356-4c4c-8b05-94132af9dac1,f28b7fe0-f4b6-484e-95a8-235e78d8539b,105,57,43
e25b48e9-4356-4c4c-8b05-94132af9dac1,83537448-c510-4971-a7a4-060158ac1a78,106,69,31
e25b48e9-4356-4c4c-8b05-94132af9dac1,5cf975d2-11d4-4430-8117-d228c7816346,107,70,30
e25b48e9-4356-4c4c-8b05-94132af9dac1,312fbc6e-6f1b-41ce-9d8e-2ec2910da187,108,71,29
e25b48e9-4356-4c4c-8b05-94132af9dac1,6df4ee5f-b842-4737-85f6-4c0d20557659,109,67,33
e25b48e9-4356-4c4c-8b05-94132af9dac1,5a28895b-4860-473b-9ec4-784a654664e4,110,69,31
e25b48e9-4356-4c4c-8b05-94132af9dac1,a7232956-9720-431b-bfe8-b6b26308ad33,111,68,32
e25b48e9-4356-4c4c-8b05-94132af9dac1,03f88072-6d7a-4b62-bd36-fffde1d26ab4,112,68,32
e25b48e9-4356-4c4c-8b05-94132af9dac1,de183e1b-1ae2-4c5b-82c4-8929b8e877dd,113,74,26
e25b48e9-4356-4c4c-8b05-94132af9dac1,10f09794-761d-4fa6-8cb3-ab784d0fcf37,114,74,26
e25b48e9-4356-4c4c-8b05-94132af9dac1,501a166e-aae6-4e6a-ada5-bd885a12ef06,115,68,32
e25b48e9-4356-4c4c-8b05-94132af9dac1,29d437b5-3948-4ff0-8fb7-5dd0018deeb1,116,70,30
e25b48e9-4356-4c4c-8b05-94132af9dac1,95e7673d-4b16-4fa1-8a59-a7c2fdb02c64,117,71,29
e25b48e9-4356-4c4c-8b05-94132af9dac1,b1e30b60-5b74-4636-aee4-7c3be5fa3d83,118,76,24
e25b48e9-4356-4c4c-8b05-94132af9dac1,3d6670ca-c479-47a0-ae84-8d31a86da02a,119,76,24
e25b48e9-4356-4c4c-8b05-94132af9dac1,5cc8e4bc-de39-421e-a7b0-946241850d23,120,58,42
e25b48e9-4356-4c4c-8b05-94132af9dac1,de011c67-0915-4fd0-bd43-9a0fa0dfc4d0,121,56,44
e25b48e9-4356-4c4c-8b05-94132af9dac1,a22b3811-8a97-438f-a249-096e04543ba2,122,57,43
e25b48e9-4356-4c4c-8b05-94132af9dac1,0186fb9a-2460-4428-b9d1-73a077e6a0ce,123,54,46
e25b48e9-4356-4c4c-8b05-94132af9dac1,c6f6c3ec-45b4-4c7f-893c-fc798e261c13,124,53,47
e25b48e9-4356-4c4c-8b05-94132af9dac1,86d8e107-dcf0-41d4-8274-7434482d3dd9,125,56,44
e25b48e9-4356-4c4c-8b05-94132af9dac1,12c396be-006e-4011-9a1e-6dbd5ea9c443,126,55,45
e25b48e9-4356-4c4c-8b05-94132af9dac1,e9663cfa-6755-4c43-9007-182ea339ad06,127,50,50
e25b48e9-4356-4c4c-8b05-94132af9dac1,d6dd7e02-dd6a-4118-85c5-06bbaf718092,128,55,45
e25b48e9-4356-4c4c-8b05-94132af9dac1,3cf55b95-79bb-4e1f-ada5-708c9fe753f2,129,49,51
e25b48e9-4356-4c4c-8b05-94132af9dac1,fb2e105a-5dc8-467f-9692-3e1fec430a12,130,55,45
e25b48e9-4356-4c4c-8b05-94132af9dac1,b8b2edb9-ad42-41c3-8ccb-ee8f33ee27c1,131,37,63
e25b48e9-4356-4c4c-8b05-94132af9dac1,a31c3c91-a4cb-4570-93cf-541a3151bba4,132,38,62
e25b48e9-4356-4c4c-8b05-94132af9dac1,592cfd16-84d1-419a-9dda-2f6434feb4a9,133,37,63
e25b48e9-4356-4c4c-8b05-94132af9dac1,87fa6682-c2e4-4558-9d0c-fa919121343f,134,36,64
e25b48e9-4356-4c4c-8b05-94132af9dac1,03b96980-be97-482e-9b42-8bca29170811,135,37,63
e25b48e9-4356-4c4c-8b05-94132af9dac1,0d135a2a-630e-493b-9d95-c9570661bb8c,136,36,64
e25b48e9-4356-4c4c-8b05-94132af9dac1,b3756ae9-f929-43d4-a45d-2d0551486007,137,41,59
e25b48e9-4356-4c4c-8b05-94132af9dac1,9c387e3c-2ffb-405f-9e55-54f29f9ba971,138,40,60
e25b48e9-4356-4c4c-8b05-94132af9dac1,62315dbd-f497-4766-9281-03924248de11,139,40,60
e25b48e9-4356-4c4c-8b05-94132af9dac1,a1779147-2b65-49fb-9fdd-de837ba2f2a3,140,40,60
e25b48e9-4356-4c4c-8b05-94132af9dac1,03fe8df2-217a-453d-9cb9-16bc8944bdee,141,37,63
e25b48e9-4356-4c4c-8b05-94132af9dac1,161c07c6-6d32-4bfc-a7e1-b2ce67fd1b4d,142,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,f4f7ee0e-14ba-4ead-9e7a-bbfcbfcd111c,143,30,70
e25b48e9-4356-4c4c-8b05-94132af9dac1,64652020-6a09-4df4-8396-f0dfcd65ac8b,144,22,78
e25b48e9-4356-4c4c-8b05-94132af9dac1,48c9674b-565f-4eae-8463-8e9c3cc227a2,145,22,78
e25b48e9-4356-4c4c-8b05-94132af9dac1,480a0856-2771-49d5-957b-3a178bf023a2,146,29,71
e25b48e9-4356-4c4c-8b05-94132af9dac1,0af6277c-8504-4b18-9aa1-33c8b3254b31,147,28,72
e25b48e9-4356-4c4c-8b05-94132af9dac1,ae26cfe6-d607-49b9-ba34-eb4a2c09acf4,148,27,73
e25b48e9-4356-4c4c-8b05-94132af9dac1,ec4f1642-017b-4159-b206-db3ce2cc22ee,149,21,79
e25b48e9-4356-4c4c-8b05-94132af9dac1,b13b01be-f079-4935-a5ec-40d45cba4103,150,27,73
e25b48e9-4356-4c4c-8b05-94132af9dac1,f1034129-72a3-4683-a925-5f4759660144,151,23,77
e25b48e9-4356-4c4c-8b05-94132af9dac1,b533b2db-5660-4468-90cf-61c74b53baaa,152,22,78
e25b48e9-4356-4c4c-8b05-94132af9dac1,cf68ea72-b701-4fd6-9277-e0927f1d2c44,153,17,83
e25b48e9-4356-4c4c-8b05-94132af9dac1,2e0b1e9d-6dd5-4cc4-9a19-b2e7fd38deda,154,17,83
e25b48e9-4356-4c4c-8b05-94132af9dac1,3f39d236-ea4f-43c3-89f8-144ceb224a83,155,21,79
e25b48e9-4356-4c4c-8b05-94132af9dac1,bfebe5a3-9f6b-4b68-84cd-270c84e4e64b,156,13,87
e25b48e9-4356-4c4c-8b05-94132af9dac1,3a3476fe-83cf-4e7a-beba-0cc79a4507f2,157,17,83
e25b48e9-4356-4c4c-8b05-94132af9dac1,44f25f57-a265-4349-8d0b-0408d1b4fb9b,158,25,75
e25b48e9-4356-4c4c-8b05-94132af9dac1,bb6d8f6c-99b4-4fab-8eb6-d309b48901f1,159,22,78
e25b48e9-4356-4c4c-8b05-94132af9dac1,f44f6c01-a289-4584-858e-5980b0c60080,160,18,82
e25b48e9-4356-4c4c-8b05-94132af9dac1,92a113dd-01f6-4d60-8db3-c521c5c16e8b,161,19,81
e25b48e9-4356-4c4c-8b05-94132af9dac1,25c9d90f-015a-4d9b-8cd5-ed3c2b31498a,162,22,78
e25b48e9-4356-4c4c-8b05-94132af9dac1,6d72c2bf-35d3-4682-b057-f62fedb663ad,163,23,77
e25b48e9-4356-4c4c-8b05-94132af9dac1,dec31e56-f009-451e-bada-bdd3093603dc,164,26,74
e25b48e9-4356-4c4c-8b05-94132af9dac1,c3d38f9b-3c3c-40d2-af1e-3f9ed6d22eda,165,28,72
e25b48e9-4356-4c4c-8b05-94132af9dac1,0d040a13-3bc1-4e96-a335-d9237bb1b657,166,32,68
e25b48e9-4356-4c4c-8b05-94132af9dac1,27d462e4-c13d-4bb6-8273-76eb65d9975f,167,35,65
e25b48e9-4356-4c4c-8b05-94132af9dac1,ef5fddb4-ea90-4143-880d-6adca9f78b54,168,36,64
e25b48e9-4356-4c4c-8b05-94132af9dac1,6acaadbf-7685-437c-a03b-667e22541160,169,34,66
e25b48e9-4356-4c4c-8b05-94132af9dac1,60d9df46-a02f-49c7-9051-7bb44798c101,170,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,39f76963-02fa-442f-8891-7ad04cdc1432,171,32,68
e25b48e9-4356-4c4c-8b05-94132af9dac1,a451dca6-a218-4804-aac4-e8500490b77d,172,33,67
e25b48e9-4356-4c4c-8b05-94132af9dac1,cf6f62a9-36e1-4a9e-95af-1f57c12b1f0f,173,35,65
e25b48e9-4356-4c4c-8b05-94132af9dac1,2146bfb9-68d8-4fec-ac27-4f1516943f06,174,36,64
e25b48e9-4356-4c4c-8b05-94132af9dac1,542635cc-e084-4fc4-b44e-dab8e76da53a,175,43,57
e25b48e9-4356-4c4c-8b05-94132af9dac1,bfd770b6-b43b-469c-b359-90a6cd899170,176,48,52
e25b48e9-4356-4c4c-8b05-94132af9dac1,440f939d-3f37-43fc-bcf9-22ca8a0806a8,177,55,45
e25b48e9-4356-4c4c-8b05-94132af9dac1,714dd674-d719-4bc4-8cba-94a3b75f33d4,178,56,44
e25b48e9-4356-4c4c-8b05-94132af9dac1,c5ecd19a-7ff7-483d-9854-3e64578d50da,179,64,36
e25b48e9-4356-4c4c-8b05-94132af9dac1,ed5ac7e2-eb09-4f66-9492-f7b6d803fa76,180,68,32
e25b48e9-4356-4c4c-8b05-94132af9dac1,8c5405f4-9c94-45a2-80a8-dc3c8285621b,181,57,43
e25b48e9-4356-4c4c-8b05-94132af9dac1,34838e7d-61fa-4a41-837f-7129ca17c34f,182,58,42
e25b48e9-4356-4c4c-8b05-94132af9dac1,027be294-7fa5-4190-afef-7745438a6e80,183,60,40
e25b48e9-4356-4c4c-8b05-94132af9dac1,b2f81ff2-4543-4c0a-a96b-ae78a285386e,184,63,37
e25b48e9-4356-4c4c-8b05-94132af9dac1,c5f78ab7-6674-402a-a9f6-f851cc05d87a,185,60,40
e25b48e9-4356-4c4c-8b05-94132af9dac1,2292d054-838b-4de8-be37-82ca49f01e51,186,52,48
e25b48e9-4356-4c4c-8b05-94132af9dac1,87b78d62-e356-415f-92c9-840da1ab061d,187,63,37
e25b48e9-4356-4c4c-8b05-94132af9dac1,06620586-271a-4d65-afcd-d37c138f4dfa,188,55,45
e25b48e9-4356-4c4c-8b05-94132af9dac1,d6f25b1b-766a-40d7-97b1-c60f52d497c9,189,66,34
e25b48e9-4356-4c4c-8b05-94132af9dac1,058e5624-c1ed-481c-8c7a-c7b610656bc7,190,71,29
e25b48e9-4356-4c4c-8b05-94132af9dac1,77f1da53-8e18-443e-94b0-1e8da058538f,191,72,28
e25b48e9-4356-4c4c-8b05-94132af9dac1,28a46f2f-a0fd-441f-ad02-13e47b30be94,192,72,28
e25b48e9-4356-4c4c-8b05-94132af9dac1,2c0bbe7b-f011-4070-9b36-93b1f69520ee,193,73,27
e25b48e9-4356-4c4c-8b05-94132af9dac1,07f192fb-61ee-4fde-8e2d-5b6bceaea175,194,61,39
e25b48e9-4356-4c4c-8b05-94132af9dac1,6693c1ae-2b30-43f8-bc46-a5cff17336e9,195,49,51
e25b48e9-4356-4c4c-8b05-94132af9dac1,406f57cb-604b-4450-95cd-486b9a1ecca8,196,36,64
e25b48e9-4356-4c4c-8b05-94132af9dac1,770db5dc-5a2d-4599-85f4-650425f65c88,197,36,64
e25b48e9-4356-4c4c-8b05-94132af9dac1,ef75a188-45e5-4010-8231-b2e73cd90c73,198,39,61
e25b48e9-4356-4c4c-8b05-94132af9dac1,9b8729a5-1959-426d-813a-6b15178ff7a5,199,46,54
e25b48e9-4356-4c4c-8b05-94132af9dac1,d87b482b-f739-42ab-bb73-7c6c0fd6d232,200,49,51
e25b48e9-4356-4c4c-8b05-94132af9dac1,84517ea2-845e-43c3-88b2-1791e110746d,201,41,59
e25b48e9-4356-4c4c-8b05-94132af9dac1,4daa338e-f49e-4156-8f0b-03d7266ae460,202,48,52
e25b48e9-4356-4c4c-8b05-94132af9dac1,16633057-4533-4be6-bb2a-ea7ae21b57c8,203,47,53
e25b48e9-4356-4c4c-8b05-94132af9dac1,d1fa0c33-a949-4bf5-bfb2-07bf70f70080,204,44,56
e25b48e9-4356-4c4c-8b05-94132af9dac1,2a8b2c3a-787d-49a7-822b-a5bfa9c2e023,205,23,77
e25b48e9-4356-4c4c-8b05-94132af9dac1,9b174ade-6350-46da-8781-4fab2a396f87,206,24,76
e25b48e9-4356-4c4c-8b05-94132af9dac1,3e908e55-96bc-4895-858e-fac786d76718,207,21,79
e25b48e9-4356-4c4c-8b05-94132af9dac1,32f56eea-e894-414b-9b3b-87294bd77b33,208,20,80
e25b48e9-4356-4c4c-8b05-94132af9dac1,97fbfdde-8b8d-44bf-845a-605416bb9c91,209,24,76
e25b48e9-4356-4c4c-8b05-94132af9dac1,0f1b0e4f-5894-4077-aa4d-121f911b9d77,210,22,78
e25b48e9-4356-4c4c-8b05-94132af9dac1,77d46076-0a2a-40ac-af01-7aa0a62a6350,211,21,79
e25b48e9-4356-4c4c-8b05-94132af9dac1,3cdd7287-34a7-4551-a209-1e9be5986ea3,212,20,80
e25b48e9-4356-4c4c-8b05-94132af9dac1,a53876db-3b4c-4f20-a5bd-0a4e9140541e,213,16,84
e25b48e9-4356-4c4c-8b05-94132af9dac1,d472c5f1-d35a-4d62-b126-27e5bbc9b3a3,214,26,74
e25b48e9-4356-4c4c-8b05-94132af9dac1,46f15fd1-866c-42b0-a77c-27aa1f718898,215,28,72
e25b48e9-4356-4c4c-8b05-94132af9dac1,4bf6adba-4003-4410-9b73-13f42332c4df,216,26,74
e25b48e9-4356-4c4c-8b05-94132af9dac1,3fb85d13-aef8-44c6-a0fc-69ead9bccd14,217,25,75
e25b48e9-4356-4c4c-8b05-94132af9dac1,09223a43-7eb7-4dad-9a3a-f362cf269ebd,218,30,70
e25b48e9-4356-4c4c-8b05-94132af9dac1,e71bf009-e55b-41fa-afff-03a8f009d44c,219,29,71
e25b48e9-4356-4c4c-8b05-94132af9dac1,cb345d45-2429-4fed-90bf-7ca1645e4393,220,26,74
e25b48e9-4356-4c4c-8b05-94132af9dac1,0ad9ef36-3de0-4f66-a26c-d17f8495a2be,221,26,74
e25b48e9-4356-4c4c-8b05-94132af9dac1,35ad7cb4-341a-4b12-834c-5fec4ce2f23f,222,26,74
e25b48e9-4356-4c4c-8b05-94132af9dac1,faa9cdab-0c57-4386-bd86-46cae10f6cac,223,25,75
e25b48e9-4356-4c4c-8b05-94132af9dac1,1927655d-8218-488f-8469-ed8239fc50a6,224,26,74
e25b48e9-4356-4c4c-8b05-94132af9dac1,4ec6d216-7b0f-4bf1-a180-6b39d8a816a9,225,24,76
e25b48e9-4356-4c4c-8b05-94132af9dac1,7d34d6ae-ff2f-4097-a94a-0c993efc5506,226,18,82
e25b48e9-4356-4c4c-8b05-94132af9dac1,22bace00-7e2d-4c12-9f95-9dc76dcb29ac,227,17,83
e25b48e9-4356-4c4c-8b05-94132af9dac1,be25cbd6-aa83-4ef0-92b1-5e1d19ac3d87,228,13,87
e25b48e9-4356-4c4c-8b05-94132af9dac1,98d5e62e-a51d-4b0f-9d44-b08cedbde516,229,14,86
e25b48e9-4356-4c4c-8b05-94132af9dac1,168ab7c1-9325-48b6-99b0-c52e22e36738,230,13,87
e25b48e9-4356-4c4c-8b05-94132af9dac1,e6045e7b-1607-448d-93c6-68a1cf716c0d,231,13,87
e25b48e9-4356-4c4c-8b05-94132af9dac1,c454344e-db00-4afe-bbcf-cbb146423bf6,232,13,87
