scenario_id,recommendation_id,trial_number,fund_a,fund_b
2e1e164a-699c-4c00-acff-61a98e23ddec,5d1525c7-b7d4-4f05-a99f-b825f07268cd,20,6,94
2e1e164a-699c-4c00-acff-61a98e23ddec,cdf8e41d-01fc-4e71-a467-c2e5f9f94f96,21,54,46
2e1e164a-699c-4c00-acff-61a98e23ddec,002c006b-8d98-4e2d-bade-962f88b9d463,22,38,62
2e1e164a-699c-4c00-acff-61a98e23ddec,8ec9b7bc-06be-497a-97f5-4cb08eac8838,23,8,92
2e1e164a-699c-4c00-acff-61a98e23ddec,20910b78-f9ad-4e1d-a82c-24807318536c,24,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,4664dcf7-b2c3-4757-945b-bd3cad9661b2,25,9,91
2e1e164a-699c-4c00-acff-61a98e23ddec,6e8de3d2-4837-4951-a5eb-8ce153dfa636,26,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,f4a895f3-6b88-447a-ab30-3a5ac5d1382e,27,20,80
2e1e164a-699c-4c00-acff-61a98e23ddec,cbd3ca06-dc0c-470d-84c5-9d9fccc6a279,28,48,52
2e1e164a-699c-4c00-acff-61a98e23ddec,2ab19767-5295-4793-9715-4a24c162e891,29,3,97
2e1e164a-699c-4c00-acff-61a98e23ddec,f60d6ddb-98e5-4ae8-9f09-6fd286090b56,30,5,95
2e1e164a-699c-4c00-acff-61a98e23ddec,ecfd9731-45cf-40cf-a985-ac28f38a53fd,31,10,90
2e1e164a-699c-4c00-acff-61a98e23ddec,173dcfc1-3a53-4efa-872b-3bc1ccf490c0,32,9,91
2e1e164a-699c-4c00-acff-61a98e23ddec,4977ab67-727e-4ab1-aa10-818db2268a7c,33,71,29
2e1e164a-699c-4c00-acff-61a98e23ddec,12e2347a-4e50-42d8-860f-5370baf0bd45,34,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,3eeef627-1a1d-4051-b0cc-90850ddf93d5,35,19,81
2e1e164a-699c-4c00-acff-61a98e23ddec,ba0e3c76-cd90-433a-b796-030423bbf924,36,17,83
2e1e164a-699c-4c00-acff-61a98e23ddec,e5173c4c-1d32-4043-aba3-801adeb6acf3,37,24,76
2e1e164a-699c-4c00-acff-61a98e23ddec,9942a2a8-a471-4999-aa79-356402e4cbdc,38,56,44
2e1e164a-699c-4c00-acff-61a98e23ddec,35a59350-4070-40ef-8966-2fc27bb49fcf,39,36,64
2e1e164a-699c-4c00-acff-61a98e23ddec,0d8c53ef-b78c-47c3-b7e2-ea92e1e68e48,40,33,67
2e1e164a-699c-4c00-acff-61a98e23ddec,05eb300c-e768-442e-a6bf-a1aed9ec9c4d,41,2,98
2e1e164a-699c-4c00-acff-61a98e23ddec,b13cde7f-6b1a-4aa4-a21b-d85d2b23d210,42,45,55
2e1e164a-699c-4c00-acff-61a98e23ddec,604c0108-3673-4800-83ae-2a294fc54cd3,43,46,54
2e1e164a-699c-4c00-acff-61a98e23ddec,2bd77ac3-baa2-4121-a6ae-bd5e395d9c7c,44,3,97
2e1e164a-699c-4c00-acff-61a98e23ddec,f635f287-1989-495b-acc3-a8dc3ca2397d,45,10,90
2e1e164a-699c-4c00-acff-61a98e23ddec,9e93b84e-f87c-48cb-8d33-582621aacc89,46,34,66
2e1e164a-699c-4c00-acff-61a98e23ddec,4e9ed947-4756-4b48-960c-944ea76a20df,47,16,84
2e1e164a-699c-4c00-acff-61a98e23ddec,4a8822ed-29a0-407d-bc83-b91195d7e550,48,28,72
2e1e164a-699c-4c00-acff-61a98e23ddec,f0bf7d2e-56ec-42f5-878d-d67532760961,49,25,75
2e1e164a-699c-4c00-acff-61a98e23ddec,e4381d04-f75b-4e7b-a086-5d9de57b4ca9,50,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,d4e29efa-f8bd-47df-b09f-e605d0f2499f,51,47,53
2e1e164a-699c-4c00-acff-61a98e23ddec,2f78d2e3-171a-4942-8cac-c4e95f5a9979,52,38,62
2e1e164a-699c-4c00-acff-61a98e23ddec,78afb378-0e0a-4c30-8a5d-b4a2f424d171,53,25,75
2e1e164a-699c-4c00-acff-61a98e23ddec,75f17509-30aa-47b2-8d57-4f43349ce333,54,63,37
2e1e164a-699c-4c00-acff-61a98e23ddec,44ebd5e7-fed5-447e-b808-debc8a4a5b72,55,28,72
2e1e164a-699c-4c00-acff-61a98e23ddec,b6b6d261-f8ec-416f-b0d8-496f10aab701,56,18,82
2e1e164a-699c-4c00-acff-61a98e23ddec,09f2d568-eeb8-4ec5-8521-8d17d86bbffc,57,11,89
2e1e164a-699c-4c00-acff-61a98e23ddec,2bfed5b5-30d6-4fac-9186-cea340ae1413,58,15,85
2e1e164a-699c-4c00-acff-61a98e23ddec,68282c7d-b3f3-4b7b-8fb4-00843ab1e5a0,59,61,39
2e1e164a-699c-4c00-acff-61a98e23ddec,037e9852-f7a8-40e1-9c7f-2fcba7a61fde,60,52,48
2e1e164a-699c-4c00-acff-61a98e23ddec,3ac9deea-a03e-4503-8222-c3afc94697de,61,20,80
2e1e164a-699c-4c00-acff-61a98e23ddec,47ab2ade-3422-4326-990e-b400556e03c4,62,11,89
2e1e164a-699c-4c00-acff-61a98e23ddec,95299b08-5cd0-44f6-85b0-89abab187ebe,63,76,24
2e1e164a-699c-4c00-acff-61a98e23ddec,66c6ba5b-fc1c-4816-9e4c-e38343e6cd78,64,15,85
2e1e164a-699c-4c00-acff-61a98e23ddec,720765d9-ab10-45c7-88ea-235f76b23b39,65,6,94
2e1e164a-699c-4c00-acff-61a98e23ddec,ee3d72a6-5e8e-4076-97cc-e0604e286898,66,18,82
2e1e164a-699c-4c00-acff-61a98e23ddec,6c05066f-698e-4452-88c7-716aaf901ce1,67,13,87
2e1e164a-699c-4c00-acff-61a98e23ddec,d156d3f0-cb91-4f74-bd11-4a59cf79e1d6,68,94,6
2e1e164a-699c-4c00-acff-61a98e23ddec,047311ae-a1d5-4612-90a3-0b4f72839027,69,67,33
2e1e164a-699c-4c00-acff-61a98e23ddec,e80a558f-0952-4353-b7ff-c46dff036637,70,64,36
2e1e164a-699c-4c00-acff-61a98e23ddec,5a7bc0b6-dcf0-4914-bed1-5e63b087795c,71,99,1
2e1e164a-699c-4c00-acff-61a98e23ddec,2d6ab8e3-70be-4c29-bbbd-b25ebe362d5b,72,73,27
2e1e164a-699c-4c00-acff-61a98e23ddec,161e90f3-963c-47a0-900a-9010f5553c17,73,75,25
2e1e164a-699c-4c00-acff-61a98e23ddec,72f170c8-fe22-4f9f-a39c-f7213d6a2985,74,47,53
2e1e164a-699c-4c00-acff-61a98e23ddec,c7aa60b7-9b0d-4e8d-9cb7-420f6e7429f3,75,53,47
2e1e164a-699c-4c00-acff-61a98e23ddec,b1079667-eded-4b0e-aedb-1321ebf886c8,76,54,46
2e1e164a-699c-4c00-acff-61a98e23ddec,76439fdd-bf23-49ba-bec0-36f6839f1de8,77,97,3
2e1e164a-699c-4c00-acff-61a98e23ddec,0530a634-bcd0-453b-8554-ea4031386270,78,64,36
2e1e164a-699c-4c00-acff-61a98e23ddec,a9d5de69-315f-42ae-88b9-a3d9f205965c,79,74,26
2e1e164a-699c-4c00-acff-61a98e23ddec,1ab94dd1-dbe0-4447-937f-619350903828,80,84,16
2e1e164a-699c-4c00-acff-61a98e23ddec,f003ff7f-17cb-490f-acf4-d1cd0443d14e,81,12,88
2e1e164a-699c-4c00-acff-61a98e23ddec,a8a6c088-d7b9-4672-989b-9deb67dcc888,82,40,60
2e1e164a-699c-4c00-acff-61a98e23ddec,429d6fc0-be65-4c26-8258-d49af5a8301e,83,53,47
2e1e164a-699c-4c00-acff-61a98e23ddec,71003f78-be3c-440f-b7bc-6bd84bfc280f,84,46,54
2e1e164a-699c-4c00-acff-61a98e23ddec,5bb31eb9-c608-4181-a9f9-38520b0bfe08,85,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,23d2f9ae-0f64-424c-b602-ac3fd57a1d77,86,40,60
2e1e164a-699c-4c00-acff-61a98e23ddec,3fee0fbe-10f0-4659-9e6d-af60541b2983,87,88,12
2e1e164a-699c-4c00-acff-61a98e23ddec,49ece679-efaa-4a44-826b-99fe7b0b15e7,88,42,58
2e1e164a-699c-4c00-acff-61a98e23ddec,cce5bdca-cadf-4309-95e9-cd7da269a4d9,89,46,54
2e1e164a-699c-4c00-acff-61a98e23ddec,03329073-2463-4a6e-8608-f22f03cf3e8b,90,37,63
2e1e164a-699c-4c00-acff-61a98e23ddec,92237e46-e197-43f2-b1d4-fa2bd2650461,91,11,89
2e1e164a-699c-4c00-acff-61a98e23ddec,95ed5264-c8a9-4f8e-94f5-4b816cea814d,92,58,42
2e1e164a-699c-4c00-acff-61a98e23ddec,406148d2-05bd-4f19-b670-5827d570cbe3,93,50,50
2e1e164a-699c-4c00-acff-61a98e23ddec,bee8bb64-3143-4f59-899c-c298786c0598,94,59,41
2e1e164a-699c-4c00-acff-61a98e23ddec,225de7d0-afd5-404e-8394-a4c95c0be753,95,74,26
2e1e164a-699c-4c00-acff-61a98e23ddec,f20eb1ac-a177-4b1a-9dcd-7cdf889c2bf5,96,62,38
2e1e164a-699c-4c00-acff-61a98e23ddec,344cdf42-a9c6-49f2-90cc-de9cb390341c,97,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,4d36d0b4-1108-4786-ac16-039332443ba4,98,40,60
2e1e164a-699c-4c00-acff-61a98e23ddec,f8a1e777-14f9-4124-84be-af3df6e6188a,99,23,77
2e1e164a-699c-4c00-acff-61a98e23ddec,3cf5d8b2-add6-4f03-8f68-6b4037f57833,100,94,6
2e1e164a-699c-4c00-acff-61a98e23ddec,52e48e53-d193-4629-9c91-527890c068ab,101,93,7
2e1e164a-699c-4c00-acff-61a98e23ddec,d5729eca-b71e-48a7-a1af-35f08f260e1f,102,25,75
2e1e164a-699c-4c00-acff-61a98e23ddec,282745ac-365d-4de2-855b-c1e4d8f85842,103,60,40
2e1e164a-699c-4c00-acff-61a98e23ddec,711d1ded-4dbd-4c4f-86a6-0e36dbcc692d,104,66,34
2e1e164a-699c-4c00-acff-61a98e23ddec,66fbb18f-4187-4b18-bcbd-baec996ccd4d,105,30,70
2e1e164a-699c-4c00-acff-61a98e23ddec,1ed5c979-f687-44b0-8da6-d337be696d03,106,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,dfd443d3-8c92-4d2a-894c-55e58a04fcce,107,45,55
2e1e164a-699c-4c00-acff-61a98e23ddec,06f4d38c-899d-425b-877e-79f982640dec,108,12,88
2e1e164a-699c-4c00-acff-61a98e23ddec,b7793b95-1edd-4536-961a-64c9fa550326,109,21,79
2e1e164a-699c-4c00-acff-61a98e23ddec,5d6bab8e-808c-49d7-b6cc-378226523f1f,110,31,69
2e1e164a-699c-4c00-acff-61a98e23ddec,8ec62c17-964a-4d7e-a762-d34c4e9c8ab1,111,74,26
2e1e164a-699c-4c00-acff-61a98e23ddec,5eb11ab8-7a0d-4bb0-b294-03d9c5470ff7,112,81,19
2e1e164a-699c-4c00-acff-61a98e23ddec,12fece39-5117-476e-b8fe-808f0a68191c,113,82,18
2e1e164a-699c-4c00-acff-61a98e23ddec,22467a81-3aa1-49a7-b7a9-c284451100d4,114,90,10
2e1e164a-699c-4c00-acff-61a98e23ddec,df98daa3-3429-44b4-ba3a-2c695f70ed17,115,95,5
2e1e164a-699c-4c00-acff-61a98e23ddec,601bbff1-7a02-4704-8719-a6ce4a2d04a6,116,92,8
2e1e164a-699c-4c00-acff-61a98e23ddec,ab9001f3-ad62-4b78-98ec-14a3c05f73c8,117,13,87
2e1e164a-699c-4c00-acff-61a98e23ddec,068b2b42-0331-46f0-bcca-caa18af52a22,118,60,40
2e1e164a-699c-4c00-acff-61a98e23ddec,39482822-a6c1-4a40-b060-547b69899685,119,64,36
2e1e164a-699c-4c00-acff-61a98e23ddec,f752e41b-67ca-4af0-857a-7f77e531199b,120,15,85
2e1e164a-699c-4c00-acff-61a98e23ddec,81941dbd-4079-44e3-a1e5-0439ed1da2f2,121,11,89
2e1e164a-699c-4c00-acff-61a98e23ddec,f40718eb-9333-4cea-a58a-2618db1cc488,122,8,92
2e1e164a-699c-4c00-acff-61a98e23ddec,97ca7bf8-cf7c-4a50-a5ea-be9b43fde1b0,123,69,31
2e1e164a-699c-4c00-acff-61a98e23ddec,9f98f5db-3ac3-4c39-865d-8db0f91b2f70,124,62,38
2e1e164a-699c-4c00-acff-61a98e23ddec,1bb6da15-2651-4f72-a817-1bc1c05ea4a4,125,65,35
2e1e164a-699c-4c00-acff-61a98e23ddec,ab18d195-2dec-4044-a34a-1671d9dc4aa1,126,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,d3147dea-006f-4a79-be2f-24cc7e3993a0,127,65,35
2e1e164a-699c-4c00-acff-61a98e23ddec,19e76bac-5933-4cdb-863a-e3daba71f2f1,128,54,46
2e1e164a-699c-4c00-acff-61a98e23ddec,b518466a-4a5e-4d07-9440-c6007613e227,129,50,50
2e1e164a-699c-4c00-acff-61a98e23ddec,0bfc83f5-fcf4-4666-8133-9a7df3c0b7a4,130,25,75
2e1e164a-699c-4c00-acff-61a98e23ddec,2dbd4c91-976a-42bb-9cf5-f0556ad40061,131,47,53
2e1e164a-699c-4c00-acff-61a98e23ddec,7c36f3fc-a80f-4543-bd49-f6c8a08f346b,132,25,75
2e1e164a-699c-4c00-acff-61a98e23ddec,9764293d-c912-43cb-8dcc-47a406787919,133,50,50
2e1e164a-699c-4c00-acff-61a98e23ddec,6fdad7f3-779e-44c1-a1a2-28c3d5b0b979,134,21,79
2e1e164a-699c-4c00-acff-61a98e23ddec,b87bf605-c8f1-4fd2-a08b-4d4b0323bf37,135,66,34
2e1e164a-699c-4c00-acff-61a98e23ddec,97d32cb4-49df-47c8-8c86-538df90c6686,136,56,44
2e1e164a-699c-4c00-acff-61a98e23ddec,fab303f0-7d04-4f42-85d3-309b3995ad43,137,11,89
2e1e164a-699c-4c00-acff-61a98e23ddec,d1906460-74be-421f-bfc8-57b2cb0e4f92,138,15,85
2e1e164a-699c-4c00-acff-61a98e23ddec,c908fddf-c166-4e7a-90a5-f4f7b1a8a485,139,12,88
2e1e164a-699c-4c00-acff-61a98e23ddec,7c27c960-9d2d-4b0f-8a67-530ba999a574,140,16,84
2e1e164a-699c-4c00-acff-61a98e23ddec,a078547a-f15e-42fd-9088-46890354da9d,141,42,58
2e1e164a-699c-4c00-acff-61a98e23ddec,1b662ed9-b2e2-427f-996e-6718b714f776,142,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,d84b55b4-009f-4756-b9b9-1e5a16a651ed,143,62,38
2e1e164a-699c-4c00-acff-61a98e23ddec,29b53e85-eb07-4057-8cf5-7d5d62565391,144,40,60
2e1e164a-699c-4c00-acff-61a98e23ddec,1fef1214-e5e0-4802-873b-1046c3b77a55,145,31,69
2e1e164a-699c-4c00-acff-61a98e23ddec,54b8a4a5-e8ff-4c9c-b68d-1b11d060c1c6,146,26,74
2e1e164a-699c-4c00-acff-61a98e23ddec,9ef6dd01-b63a-492e-9a23-0495d408fe88,147,16,84
2e1e164a-699c-4c00-acff-61a98e23ddec,387f957a-9830-4773-a188-c6e70447ce7f,148,37,63
2e1e164a-699c-4c00-acff-61a98e23ddec,9390a7aa-a523-4c54-b826-a9051e1e964e,149,41,59
2e1e164a-699c-4c00-acff-61a98e23ddec,83db0a6f-1292-4d8c-ac06-233a22654b40,150,44,56
2e1e164a-699c-4c00-acff-61a98e23ddec,1c7ed115-d72d-46c4-9225-7144aefa1e80,151,8,92
2e1e164a-699c-4c00-acff-61a98e23ddec,db456d1a-6af9-49a0-ac02-110083701e19,152,10,90
2e1e164a-699c-4c00-acff-61a98e23ddec,18d12530-10ff-4cb6-a1a0-82d7c4fd5c3b,153,44,56
2e1e164a-699c-4c00-acff-61a98e23ddec,9ad5832d-af1c-4600-8a03-531128fe306d,154,46,54
2e1e164a-699c-4c00-acff-61a98e23ddec,4873568c-cfda-48e9-898d-99582512fa89,155,55,45
2e1e164a-699c-4c00-acff-61a98e23ddec,6364fe84-f445-4c0c-a7e8-3eed4eca7c1b,156,80,20
2e1e164a-699c-4c00-acff-61a98e23ddec,1fbab00c-6396-4344-8fb2-3904a3c79806,157,83,17
2e1e164a-699c-4c00-acff-61a98e23ddec,215bba0c-e573-461d-ada6-5d2af803430f,158,77,23
2e1e164a-699c-4c00-acff-61a98e23ddec,a81d9b65-8286-4536-9e98-41f2f5097a55,159,11,89
2e1e164a-699c-4c00-acff-61a98e23ddec,88663033-aefd-4636-9962-522e521005f0,160,66,34
2e1e164a-699c-4c00-acff-61a98e23ddec,875fe1b9-5c3e-4090-858d-97268b5c6919,161,58,42
2e1e164a-699c-4c00-acff-61a98e23ddec,7e7d7db4-f84b-42db-bf8d-15c9207d3ab4,162,53,47
2e1e164a-699c-4c00-acff-61a98e23ddec,289c7d31-c895-4d02-b1a4-c5ac051f3726,163,36,64
2e1e164a-699c-4c00-acff-61a98e23ddec,f221d0a3-c76f-45d4-bd5f-192531b5ae4e,164,76,24
2e1e164a-699c-4c00-acff-61a98e23ddec,7d9418a5-fd66-4ad5-9caa-408c90a92c93,165,80,20
2e1e164a-699c-4c00-acff-61a98e23ddec,65f48ef5-a56e-4652-920c-402c470bf4c5,166,71,29
2e1e164a-699c-4c00-acff-61a98e23ddec,c673019b-11d5-41f8-9d3a-f41b7b8fa611,167,68,32
2e1e164a-699c-4c00-acff-61a98e23ddec,8aff13fe-2a0f-47a6-a4cb-dc5869eb76be,168,95,5
2e1e164a-699c-4c00-acff-61a98e23ddec,e158eea9-0586-447f-b501-4ec064ab5ca0,169,96,4
2e1e164a-699c-4c00-acff-61a98e23ddec,b72a02c7-e3cc-42f1-bdec-b99539919a64,170,86,14
2e1e164a-699c-4c00-acff-61a98e23ddec,3337cb56-4453-427e-812d-8e772780df17,171,46,54
2e1e164a-699c-4c00-acff-61a98e23ddec,7ccafdd5-f2b7-4e8a-8970-6728d6b3e47b,172,77,23
2e1e164a-699c-4c00-acff-61a98e23ddec,7c558d03-c097-44ee-b335-0ee6668fbd65,173,76,24
2e1e164a-699c-4c00-acff-61a98e23ddec,27a5cb74-de6e-4edb-820d-5468764d5dcf,174,19,81
2e1e164a-699c-4c00-acff-61a98e23ddec,99156f3c-d30e-4dfc-b091-c71700b4f830,175,23,77
2e1e164a-699c-4c00-acff-61a98e23ddec,60794c33-f56e-47a1-9f9d-b67f5fa52380,176,51,49
2e1e164a-699c-4c00-acff-61a98e23ddec,56cfd8bf-0f22-413b-8e1c-593065ac91fa,177,24,76
2e1e164a-699c-4c00-acff-61a98e23ddec,04aabdfe-7244-4903-a3b6-4743d4ace88e,178,39,61
2e1e164a-699c-4c00-acff-61a98e23ddec,baf8f1f6-507e-4c73-9952-70a23fafead8,179,43,57
2e1e164a-699c-4c00-acff-61a98e23ddec,761f8663-1fc7-4fe2-95cb-215d3fdd4cf4,180,33,67
2e1e164a-699c-4c00-acff-61a98e23ddec,cdc6f74c-1c78-422c-b03a-281edbd79cf4,181,16,84
2e1e164a-699c-4c00-acff-61a98e23ddec,24e59894-bbca-48e4-91cd-42636617e9f5,182,33,67
2e1e164a-699c-4c00-acff-61a98e23ddec,2cd4284e-21d4-4dda-8956-e2154b7de47f,183,67,33
2e1e164a-699c-4c00-acff-61a98e23ddec,9a031aa1-d530-4d91-83d1-ece974d8bc09,184,57,43
2e1e164a-699c-4c00-acff-61a98e23ddec,b9e27bb9-dd0d-4d4c-be35-236a7b0aabd8,185,49,51
2e1e164a-699c-4c00-acff-61a98e23ddec,07827e81-00c5-4c85-bff1-85eddd1b3daa,186,44,56
2e1e164a-699c-4c00-acff-61a98e23ddec,a50b0e1c-01ad-4fa2-be2c-4d61289681f8,187,77,23
2e1e164a-699c-4c00-acff-61a98e23ddec,9782536d-6e5b-4441-a660-0d62ae75fc0d,188,64,36
2e1e164a-699c-4c00-acff-61a98e23ddec,5e0a951d-19a8-47e2-a51e-1b8dfaf30407,189,31,69
2e1e164a-699c-4c00-acff-61a98e23ddec,6a32683c-1c91-456d-a7d0-646c10cfefe5,190,78,22
2e1e164a-699c-4c00-acff-61a98e23ddec,67a52379-bf9d-4f4e-826d-73a7e69f0651,191,82,18
2e1e164a-699c-4c00-acff-61a98e23ddec,ed64ce52-2b08-43b9-a59d-9208d1420078,192,39,61
2e1e164a-699c-4c00-acff-61a98e23ddec,a45ae327-801d-4ad6-bb2c-42d2e7a8ce45,193,47,53
2e1e164a-699c-4c00-acff-61a98e23ddec,40d38376-29cb-467d-b738-65d62ff786ad,194,63,37
2e1e164a-699c-4c00-acff-61a98e23ddec,46b4f865-7adc-4b2f-bff7-e6427d0c3c3c,195,64,36
2e1e164a-699c-4c00-acff-61a98e23ddec,fb2ed762-ae1f-47a1-946b-e2f9cf2fd644,196,66,34
2e1e164a-699c-4c00-acff-61a98e23ddec,5f52208f-c138-4c14-8cc3-ce7827f892d6,197,67,33
2e1e164a-699c-4c00-acff-61a98e23ddec,09e1eab7-131a-4504-bef4-59e50a0d8b53,198,83,17
2e1e164a-699c-4c00-acff-61a98e23ddec,82e10fa5-98ca-402f-b5f6-a9573f7a79a6,199,86,14
2e1e164a-699c-4c00-acff-61a98e23ddec,283f40ad-af4e-4b90-9b13-28f18447ac65,200,73,27
2e1e164a-699c-4c00-acff-61a98e23ddec,d95e1580-d97f-49cc-815b-989bd9ae4c49,201,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,c3ef3829-84d5-468c-8ac8-0b6330ab0751,202,53,47
2e1e164a-699c-4c00-acff-61a98e23ddec,f922df92-00db-46bd-9346-b61c54fb1d01,203,54,46
2e1e164a-699c-4c00-acff-61a98e23ddec,c8592652-aeb3-4df9-9ce7-4707761c239c,204,6,94
2e1e164a-699c-4c00-acff-61a98e23ddec,f1c46a7a-ad78-4c45-a844-e8d2afc89e22,205,33,67
2e1e164a-699c-4c00-acff-61a98e23ddec,d617644d-e09b-4de2-9503-b6d558c1f7ef,206,30,70
2e1e164a-699c-4c00-acff-61a98e23ddec,2b0a36c2-d1e7-4ba6-a057-439e4009b76d,207,61,39
2e1e164a-699c-4c00-acff-61a98e23ddec,d5bb4f43-d2b0-45e6-8ac7-3838c4ea824c,208,52,48
2e1e164a-699c-4c00-acff-61a98e23ddec,c49ab57b-f64c-48cd-b206-55064ef51188,209,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,3b2c318a-3b33-44e9-97c0-162d2aae6ba6,210,27,73
2e1e164a-699c-4c00-acff-61a98e23ddec,e26ad533-25df-44a1-91a5-a382089358e4,211,25,75
2e1e164a-699c-4c00-acff-61a98e23ddec,b32d4de2-1b7d-4f0b-834a-5672f6fbeef2,212,36,64
2e1e164a-699c-4c00-acff-61a98e23ddec,e87a2549-5f46-452f-9333-db6164bfdf29,213,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,33cf6d41-9151-4e2a-bf38-dea8e75f3f78,214,16,84
2e1e164a-699c-4c00-acff-61a98e23ddec,fee4cb8f-6193-4cac-958b-78d7a872538b,215,24,76
2e1e164a-699c-4c00-acff-61a98e23ddec,109ca279-9d3c-46ef-8014-bfa2b6519778,216,12,88
2e1e164a-699c-4c00-acff-61a98e23ddec,d585112b-d926-4b1f-a284-4a5175c3956c,217,39,61
2e1e164a-699c-4c00-acff-61a98e23ddec,8cfd0534-d1c3-4ad5-81c2-8eed3b3accdf,218,25,75
2e1e164a-699c-4c00-acff-61a98e23ddec,51a7c9a8-3d5f-4de3-aa9a-4383dcd9e82e,219,3,97
2e1e164a-699c-4c00-acff-61a98e23ddec,a96f0dd7-5356-4b22-af08-b483aee81990,220,35,65
2e1e164a-699c-4c00-acff-61a98e23ddec,4ebb00fc-3dee-4847-b26d-e63f26a29c33,221,57,43
2e1e164a-699c-4c00-acff-61a98e23ddec,aaf168b1-8023-479b-b91e-773f4dd6bddf,222,16,84
2e1e164a-699c-4c00-acff-61a98e23ddec,1ff700b5-1ce7-459e-b869-f5d1a14f1d96,223,31,69
2e1e164a-699c-4c00-acff-61a98e23ddec,de443ccf-a114-4964-91e5-3d33afe4c855,224,24,76
2e1e164a-699c-4c00-acff-61a98e23ddec,23ee0de9-739a-4a0d-95e7-5c3660e8561a,225,14,86
2e1e164a-699c-4c00-acff-61a98e23ddec,eb4c497b-9dcf-4c44-86e8-c1dce1f696d3,226,37,63
2e1e164a-699c-4c00-acff-61a98e23ddec,765505cd-517e-4226-be41-e7d3cf12c6f0,227,50,50
2e1e164a-699c-4c00-acff-61a98e23ddec,1b40681e-633b-4454-a53e-c484ae69f2a6,228,14,86
2e1e164a-699c-4c00-acff-61a98e23ddec,24f8ce34-588d-4327-a441-0493f624d4a7,229,11,89
2e1e164a-699c-4c00-acff-61a98e23ddec,30ebfbbf-d785-4a8e-9435-fdad61a7d9b0,230,9,91
2e1e164a-699c-4c00-acff-61a98e23ddec,60b0ea22-e1e8-4a73-91fe-8e47eef952ad,231,2,98
2e1e164a-699c-4c00-acff-61a98e23ddec,ef7affe9-38ec-490c-b718-dd9311781708,232,2,98
2e1e164a-699c-4c00-acff-61a98e23ddec,d9c95fc1-6e9b-4184-befd-4b6763ff9ce2,233,4,96
2e1e164a-699c-4c00-acff-61a98e23ddec,5c322335-a03c-4c75-a69d-9f0d4df6c890,234,4,96
2e1e164a-699c-4c00-acff-61a98e23ddec,0ebf3cb0-b926-4fcd-abfa-dea2654504d4,235,8,92
