scenario_id,trial_number,fund_a,fund_b
4438925c-5c3f-4773-aa1d-de52214915b1,205,11,88
4438925c-5c3f-4773-aa1d-de52214915b1,206,15,84
4438925c-5c3f-4773-aa1d-de52214915b1,207,15,84
4438925c-5c3f-4773-aa1d-de52214915b1,208,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,209,4,95
4438925c-5c3f-4773-aa1d-de52214915b1,210,5,94
4438925c-5c3f-4773-aa1d-de52214915b1,211,7,92
4438925c-5c3f-4773-aa1d-de52214915b1,212,7,92
4438925c-5c3f-4773-aa1d-de52214915b1,213,13,86
4438925c-5c3f-4773-aa1d-de52214915b1,214,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,215,15,84
4438925c-5c3f-4773-aa1d-de52214915b1,216,17,82
4438925c-5c3f-4773-aa1d-de52214915b1,217,12,87
4438925c-5c3f-4773-aa1d-de52214915b1,218,12,87
4438925c-5c3f-4773-aa1d-de52214915b1,219,16,83
4438925c-5c3f-4773-aa1d-de52214915b1,220,10,89
4438925c-5c3f-4773-aa1d-de52214915b1,221,11,88
4438925c-5c3f-4773-aa1d-de52214915b1,222,12,87
4438925c-5c3f-4773-aa1d-de52214915b1,223,9,90
4438925c-5c3f-4773-aa1d-de52214915b1,224,7,92
4438925c-5c3f-4773-aa1d-de52214915b1,225,12,87
4438925c-5c3f-4773-aa1d-de52214915b1,226,14,85
4438925c-5c3f-4773-aa1d-de52214915b1,227,16,83
4438925c-5c3f-4773-aa1d-de52214915b1,228,16,83
4438925c-5c3f-4773-aa1d-de52214915b1,229,11,88
4438925c-5c3f-4773-aa1d-de52214915b1,230,12,87
4438925c-5c3f-4773-aa1d-de52214915b1,231,12,87
4438925c-5c3f-4773-aa1d-de52214915b1,232,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,233,7,92
4438925c-5c3f-4773-aa1d-de52214915b1,234,8,91
4438925c-5c3f-4773-aa1d-de52214915b1,235,7,92
4438925c-5c3f-4773-aa1d-de52214915b1,236,5,94
4438925c-5c3f-4773-aa1d-de52214915b1,237,8,91
4438925c-5c3f-4773-aa1d-de52214915b1,238,2,97
4438925c-5c3f-4773-aa1d-de52214915b1,239,1,98
4438925c-5c3f-4773-aa1d-de52214915b1,240,2,97
4438925c-5c3f-4773-aa1d-de52214915b1,241,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,242,2,97
4438925c-5c3f-4773-aa1d-de52214915b1,243,5,94
4438925c-5c3f-4773-aa1d-de52214915b1,244,3,96
4438925c-5c3f-4773-aa1d-de52214915b1,245,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,246,8,91
4438925c-5c3f-4773-aa1d-de52214915b1,247,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,248,3,96
4438925c-5c3f-4773-aa1d-de52214915b1,249,3,96
4438925c-5c3f-4773-aa1d-de52214915b1,250,1,98
4438925c-5c3f-4773-aa1d-de52214915b1,251,1,98
4438925c-5c3f-4773-aa1d-de52214915b1,252,4,95
4438925c-5c3f-4773-aa1d-de52214915b1,253,4,95
4438925c-5c3f-4773-aa1d-de52214915b1,254,3,96
4438925c-5c3f-4773-aa1d-de52214915b1,255,5,94
4438925c-5c3f-4773-aa1d-de52214915b1,256,1,98
4438925c-5c3f-4773-aa1d-de52214915b1,257,3,96
4438925c-5c3f-4773-aa1d-de52214915b1,258,5,94
4438925c-5c3f-4773-aa1d-de52214915b1,259,7,92
4438925c-5c3f-4773-aa1d-de52214915b1,260,10,89
4438925c-5c3f-4773-aa1d-de52214915b1,261,17,82
4438925c-5c3f-4773-aa1d-de52214915b1,262,9,90
4438925c-5c3f-4773-aa1d-de52214915b1,263,21,78
4438925c-5c3f-4773-aa1d-de52214915b1,264,34,65
4438925c-5c3f-4773-aa1d-de52214915b1,265,16,83
4438925c-5c3f-4773-aa1d-de52214915b1,266,32,67
4438925c-5c3f-4773-aa1d-de52214915b1,267,26,73
4438925c-5c3f-4773-aa1d-de52214915b1,268,30,69
4438925c-5c3f-4773-aa1d-de52214915b1,269,32,67
4438925c-5c3f-4773-aa1d-de52214915b1,270,35,64
4438925c-5c3f-4773-aa1d-de52214915b1,271,15,84
4438925c-5c3f-4773-aa1d-de52214915b1,272,14,85
4438925c-5c3f-4773-aa1d-de52214915b1,273,16,83
4438925c-5c3f-4773-aa1d-de52214915b1,274,9,90
4438925c-5c3f-4773-aa1d-de52214915b1,275,11,88
4438925c-5c3f-4773-aa1d-de52214915b1,276,13,86
4438925c-5c3f-4773-aa1d-de52214915b1,277,9,90
4438925c-5c3f-4773-aa1d-de52214915b1,278,10,89
4438925c-5c3f-4773-aa1d-de52214915b1,279,15,84
4438925c-5c3f-4773-aa1d-de52214915b1,280,8,91
4438925c-5c3f-4773-aa1d-de52214915b1,281,8,91
4438925c-5c3f-4773-aa1d-de52214915b1,282,10,89
4438925c-5c3f-4773-aa1d-de52214915b1,283,2,97
4438925c-5c3f-4773-aa1d-de52214915b1,284,1,98
4438925c-5c3f-4773-aa1d-de52214915b1,285,2,97
4438925c-5c3f-4773-aa1d-de52214915b1,286,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,287,5,94
4438925c-5c3f-4773-aa1d-de52214915b1,288,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,289,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,290,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,291,6,93
4438925c-5c3f-4773-aa1d-de52214915b1,292,1,98
4438925c-5c3f-4773-aa1d-de52214915b1,293,3,96
4438925c-5c3f-4773-aa1d-de52214915b1,294,0,99
4438925c-5c3f-4773-aa1d-de52214915b1,295,0,99
4438925c-5c3f-4773-aa1d-de52214915b1,296,0,99
4438925c-5c3f-4773-aa1d-de52214915b1,297,0,99
4438925c-5c3f-4773-aa1d-de52214915b1,298,0,99
4438925c-5c3f-4773-aa1d-de52214915b1,299,1,98
4438925c-5c3f-4773-aa1d-de52214915b1,300,0,99
